,Z,S,K,K',Sc
4883,290970103002033,1,0,3,540617.22
4885,290970103002033,1,1,1,0.0
4886,290970103002033,1,1,2,301183.02
4887,290970103002033,1,1,3,540617.22
4890,290970103002033,1,2,2,0.0
4891,290970103002033,1,2,3,540617.22
4895,290970103002033,1,3,3,0.0
4896,290970103003012,1,0,0,0.0
4897,290970103003012,1,0,1,3334.002
4898,290970103003012,1,0,2,4190.148
4899,290970103003012,1,0,3,7521.228
4901,290970103003012,1,1,1,0.0
4902,290970103003012,1,1,2,4190.148
4903,290970103003012,1,1,3,7521.228
4906,290970103003012,1,2,2,0.0
4907,290970103003012,1,2,3,7521.228
4911,290970103003012,1,3,3,0.0
4912,290970104001000,1,0,0,0.0
4913,290970104001000,1,0,1,26514.558
4914,290970104001000,1,0,2,33323.292
4915,290970104001000,1,0,3,59814.612
4917,290970104001000,1,1,1,0.0
4918,290970104001000,1,1,2,33323.292
4919,290970104001000,1,1,3,59814.612
4922,290970104001000,1,2,2,0.0
4923,290970104001000,1,2,3,59814.612
4927,290970104001000,1,3,3,0.0
4928,290970104001001,1,0,0,0.0
4929,290970104001001,1,0,1,24683.8235
4930,290970104001001,1,0,2,31022.439
4931,290970104001001,1,0,3,55684.629
4933,290970104001001,1,1,1,0.0
4934,290970104001001,1,1,2,31022.439
4935,290970104001001,1,1,3,55684.629
4938,290970104001001,1,2,2,0.0
4939,290970104001001,1,2,3,55684.629
4943,290970104001001,1,3,3,0.0
4944,290970104001002,1,0,0,0.0
4945,290970104001002,1,0,1,23118.942
4946,290970104001002,1,0,2,29055.708
4947,290970104001002,1,0,3,52154.388
4949,290970104001002,1,1,1,0.0
4950,290970104001002,1,1,2,29055.708
4951,290970104001002,1,1,3,52154.388
4954,290970104001002,1,2,2,0.0
4955,290970104001002,1,2,3,52154.388
4959,290970104001002,1,3,3,0.0
4960,290970104001003,1,0,0,0.0
4961,290970104001003,1,0,1,24631.3375
4962,290970104001003,1,0,2,30956.475
4963,290970104001003,1,0,3,55566.225
4965,290970104001003,1,1,1,0.0
4966,290970104001003,1,1,2,30956.475
4967,290970104001003,1,1,3,55566.225
4970,290970104001003,1,2,2,0.0
4971,290970104001003,1,2,3,55566.225
4975,290970104001003,1,3,3,0.0
4976,290970104001004,1,0,0,0.0
4977,290970104001004,1,0,1,24962.2275
4978,290970104001004,1,0,2,31372.335
4979,290970104001004,1,0,3,56312.685
4981,290970104001004,1,1,1,0.0
4982,290970104001004,1,1,2,31372.335
4983,290970104001004,1,1,3,56312.685
4986,290970104001004,1,2,2,0.0
4987,290970104001004,1,2,3,56312.685
4991,290970104001004,1,3,3,0.0
4992,290970104001005,1,0,0,0.0
4993,290970104001005,1,0,1,277936.19
4994,290970104001005,1,0,2,349308.06
4995,290970104001005,1,0,3,627000.66
4997,290970104001005,1,1,1,0.0
4998,290970104001005,1,1,2,349308.06
4999,290970104001005,1,1,3,627000.66
5002,290970104001005,1,2,2,0.0
5003,290970104001005,1,2,3,627000.66
5007,290970104001005,1,3,3,0.0
5008,290970104001006,1,0,0,0.0
5009,290970104001006,1,0,1,277936.19
5010,290970104001006,1,0,2,349308.06
5011,290970104001006,1,0,3,627000.66
5013,290970104001006,1,1,1,0.0
5014,290970104001006,1,1,2,349308.06
5015,290970104001006,1,1,3,627000.66
5018,290970104001006,1,2,2,0.0
5019,290970104001006,1,2,3,627000.66
5023,290970104001006,1,3,3,0.0
5024,290970104001009,1,0,0,0.0
5025,290970104001009,1,0,1,9559.298
5026,290970104001009,1,0,2,12014.052
5027,290970104001009,1,0,3,21564.972
5029,290970104001009,1,1,1,0.0
5030,290970104001009,1,1,2,12014.052
5031,290970104001009,1,1,3,21564.972
5034,290970104001009,1,2,2,0.0
5035,290970104001009,1,2,3,21564.972
5039,290970104001009,1,3,3,0.0
5040,290970104001010,1,0,0,0.0
5041,290970104001010,1,0,1,9530.2025
5042,290970104001010,1,0,2,11977.485
5043,290970104001010,1,0,3,21499.335
5045,290970104001010,1,1,1,0.0
5046,290970104001010,1,1,2,11977.485
5047,290970104001010,1,1,3,21499.335
5050,290970104001010,1,2,2,0.0
5051,290970104001010,1,2,3,21499.335
5055,290970104001010,1,3,3,0.0
5056,290970104001012,1,0,0,0.0
5057,290970104001012,1,0,1,14067.389
5058,290970104001012,1,0,2,17679.786
5059,290970104001012,1,0,3,31734.846
5061,290970104001012,1,1,1,0.0
5062,290970104001012,1,1,2,17679.786
5063,290970104001012,1,1,3,31734.846
5066,290970104001012,1,2,2,0.0
5067,290970104001012,1,2,3,31734.846
5071,290970104001012,1,3,3,0.0
5072,290970104001013,1,0,0,0.0
5073,290970104001013,1,0,1,22548.442
5074,290970104001013,1,0,2,28338.708
5075,290970104001013,1,0,3,50867.388
5077,290970104001013,1,1,1,0.0
5078,290970104001013,1,1,2,28338.708
5079,290970104001013,1,1,3,50867.388
5082,290970104001013,1,2,2,0.0
5083,290970104001013,1,2,3,50867.388
5087,290970104001013,1,3,3,0.0
5088,290970104001014,1,0,0,0.0
5089,290970104001014,1,0,1,15491.357
5090,290970104001014,1,0,2,19469.418
5091,290970104001014,1,0,3,34947.198
5093,290970104001014,1,1,1,0.0
5094,290970104001014,1,1,2,19469.418
5095,290970104001014,1,1,3,34947.198
5098,290970104001014,1,2,2,0.0
5099,290970104001014,1,2,3,34947.198
5103,290970104001014,1,3,3,0.0
5104,290970104001015,1,0,0,0.0
5105,290970104001015,1,0,1,23152.031
5106,290970104001015,1,0,2,29097.294
5107,290970104001015,1,0,3,52229.034
5109,290970104001015,1,1,1,0.0
5110,290970104001015,1,1,2,29097.294
5111,290970104001015,1,1,3,52229.034
5114,290970104001015,1,2,2,0.0
5115,290970104001015,1,2,3,52229.034
5119,290970104001015,1,3,3,0.0
5120,290970104001016,1,0,0,0.0
5121,290970104001016,1,0,1,6691.3945
5122,290970104001016,1,0,2,8409.693
5123,290970104001016,1,0,3,15095.223
5125,290970104001016,1,1,1,0.0
5126,290970104001016,1,1,2,8409.693
5127,290970104001016,1,1,3,15095.223
5130,290970104001016,1,2,2,0.0
5131,290970104001016,1,2,3,15095.223
5135,290970104001016,1,3,3,0.0
5136,290970104001017,1,0,0,0.0
5137,290970104001017,1,0,1,5590.9
5138,290970104001017,1,0,2,7026.6
5139,290970104001017,1,0,3,12612.6
5141,290970104001017,1,1,1,0.0
5142,290970104001017,1,1,2,7026.6
5143,290970104001017,1,1,3,12612.6
5146,290970104001017,1,2,2,0.0
5147,290970104001017,1,2,3,12612.6
5151,290970104001017,1,3,3,0.0
5152,290970104001018,1,0,0,0.0
5153,290970104001018,1,0,1,6808.347
5154,290970104001018,1,0,2,8556.678
5155,290970104001018,1,0,3,15359.058
5157,290970104001018,1,1,1,0.0
5158,290970104001018,1,1,2,8556.678
5159,290970104001018,1,1,3,15359.058
5162,290970104001018,1,2,2,0.0
5163,290970104001018,1,2,3,15359.058
5167,290970104001018,1,3,3,0.0
5168,290970104001019,1,0,0,0.0
5169,290970104001019,1,0,1,6846.5705
5170,290970104001019,1,0,2,8604.717
5171,290970104001019,1,0,3,15445.287
5173,290970104001019,1,1,1,0.0
5174,290970104001019,1,1,2,8604.717
5175,290970104001019,1,1,3,15445.287
5178,290970104001019,1,2,2,0.0
5179,290970104001019,1,2,3,15445.287
5183,290970104001019,1,3,3,0.0
5184,290970104001020,1,0,0,0.0
5185,290970104001020,1,0,1,4214.854
5186,290970104001020,1,0,2,5297.196
5187,290970104001020,1,0,3,9508.356
5189,290970104001020,1,1,1,0.0
5190,290970104001020,1,1,2,5297.196
5191,290970104001020,1,1,3,9508.356
5194,290970104001020,1,2,2,0.0
5195,290970104001020,1,2,3,9508.356
5199,290970104001020,1,3,3,0.0
5200,290970104001021,1,0,0,0.0
5201,290970104001021,1,0,1,8959.7025
5202,290970104001021,1,0,2,11260.485
5203,290970104001021,1,0,3,20212.335
5205,290970104001021,1,1,1,0.0
5206,290970104001021,1,1,2,11260.485
5207,290970104001021,1,1,3,20212.335
5210,290970104001021,1,2,2,0.0
5211,290970104001021,1,2,3,20212.335
5215,290970104001021,1,3,3,0.0
5216,290970104001022,1,0,0,0.0
5217,290970104001022,1,0,1,7628.726
5218,290970104001022,1,0,2,9587.724
5219,290970104001022,1,0,3,17209.764
5221,290970104001022,1,1,1,0.0
5222,290970104001022,1,1,2,9587.724
5223,290970104001022,1,1,3,17209.764
5226,290970104001022,1,2,2,0.0
5227,290970104001022,1,2,3,17209.764
5231,290970104001022,1,3,3,0.0
5232,290970104001023,1,0,0,0.0
5233,290970104001023,1,0,1,5519.017
5234,290970104001023,1,0,2,6936.258
5235,290970104001023,1,0,3,12450.438
5237,290970104001023,1,1,1,0.0
5238,290970104001023,1,1,2,6936.258
5239,290970104001023,1,1,3,12450.438
5242,290970104001023,1,2,2,0.0
5243,290970104001023,1,2,3,12450.438
5247,290970104001023,1,3,3,0.0
5248,290970104001024,1,0,0,0.0
5249,290970104001024,1,0,1,6183.079
5250,290970104001024,1,0,2,7770.846
5251,290970104001024,1,0,3,13948.506
5253,290970104001024,1,1,1,0.0
5254,290970104001024,1,1,2,7770.846
5255,290970104001024,1,1,3,13948.506
5258,290970104001024,1,2,2,0.0
5259,290970104001024,1,2,3,13948.506
5263,290970104001024,1,3,3,0.0
5264,290970104001025,1,0,0,0.0
5265,290970104001025,1,0,1,12038.691
5266,290970104001025,1,0,2,15130.134
5267,290970104001025,1,0,3,27158.274
5269,290970104001025,1,1,1,0.0
5270,290970104001025,1,1,2,15130.134
5271,290970104001025,1,1,3,27158.274
5274,290970104001025,1,2,2,0.0
5275,290970104001025,1,2,3,27158.274
5279,290970104001025,1,3,3,0.0
5280,290970104001027,1,0,0,0.0
5281,290970104001027,1,0,1,3799.53
5282,290970104001027,1,0,2,4775.22
5283,290970104001027,1,0,3,8571.42
5285,290970104001027,1,1,1,0.0
5286,290970104001027,1,1,2,4775.22
5287,290970104001027,1,1,3,8571.42
5290,290970104001027,1,2,2,0.0
5291,290970104001027,1,2,3,8571.42
5295,290970104001027,1,3,3,0.0
5296,290970104001028,1,0,0,0.0
5297,290970104001028,1,0,1,6135.157
5298,290970104001028,1,0,2,7710.618
5299,290970104001028,1,0,3,13840.398
5301,290970104001028,1,1,1,0.0
5302,290970104001028,1,1,2,7710.618
5303,290970104001028,1,1,3,13840.398
5306,290970104001028,1,2,2,0.0
5307,290970104001028,1,2,3,13840.398
5311,290970104001028,1,3,3,0.0
5312,290970104001030,1,0,0,0.0
5313,290970104001030,1,0,1,5661.642
5314,290970104001030,1,0,2,7115.508
5315,290970104001030,1,0,3,12772.188
5317,290970104001030,1,1,1,0.0
5318,290970104001030,1,1,2,7115.508
5319,290970104001030,1,1,3,12772.188
5322,290970104001030,1,2,2,0.0
5323,290970104001030,1,2,3,12772.188
5327,290970104001030,1,3,3,0.0
5328,290970104001031,1,0,0,0.0
5329,290970104001031,1,0,1,4861.2305
5330,290970104001031,1,0,2,6109.557
5331,290970104001031,1,0,3,10966.527
5333,290970104001031,1,1,1,0.0
5334,290970104001031,1,1,2,6109.557
5335,290970104001031,1,1,3,10966.527
5338,290970104001031,1,2,2,0.0
5339,290970104001031,1,2,3,10966.527
5343,290970104001031,1,3,3,0.0
5344,290970104001032,1,0,0,0.0
5345,290970104001032,1,0,1,5534.991
5346,290970104001032,1,0,2,6956.334
5347,290970104001032,1,0,3,12486.474
5349,290970104001032,1,1,1,0.0
5350,290970104001032,1,1,2,6956.334
5351,290970104001032,1,1,3,12486.474
5354,290970104001032,1,2,2,0.0
5355,290970104001032,1,2,3,12486.474
5359,290970104001032,1,3,3,0.0
5360,290970104001033,1,0,0,0.0
5361,290970104001033,1,0,1,5882.996
5362,290970104001033,1,0,2,7393.704
5363,290970104001033,1,0,3,13271.544
5365,290970104001033,1,1,1,0.0
5366,290970104001033,1,1,2,7393.704
5367,290970104001033,1,1,3,13271.544
5370,290970104001033,1,2,2,0.0
5371,290970104001033,1,2,3,13271.544
5375,290970104001033,1,3,3,0.0
5376,290970104001034,1,0,0,0.0
5377,290970104001034,1,0,1,5771.178
5378,290970104001034,1,0,2,7253.172
5379,290970104001034,1,0,3,13019.292
5381,290970104001034,1,1,1,0.0
5382,290970104001034,1,1,2,7253.172
5383,290970104001034,1,1,3,13019.292
5386,290970104001034,1,2,2,0.0
5387,290970104001034,1,2,3,13019.292
5391,290970104001034,1,3,3,0.0
5392,290970104001035,1,0,0,0.0
5393,290970104001035,1,0,1,3902.7905
5394,290970104001035,1,0,2,4904.997
5395,290970104001035,1,0,3,8804.367
5397,290970104001035,1,1,1,0.0
5398,290970104001035,1,1,2,4904.997
5399,290970104001035,1,1,3,8804.367
5402,290970104001035,1,2,2,0.0
5403,290970104001035,1,2,3,8804.367
5407,290970104001035,1,3,3,0.0
5408,290970104001036,1,0,0,0.0
5409,290970104001036,1,0,1,3716.237
5410,290970104001036,1,0,2,4670.538
5411,290970104001036,1,0,3,8383.518
5413,290970104001036,1,1,1,0.0
5414,290970104001036,1,1,2,4670.538
5415,290970104001036,1,1,3,8383.518
5418,290970104001036,1,2,2,0.0
5419,290970104001036,1,2,3,8383.518
5423,290970104001036,1,3,3,0.0
5424,290970104001038,1,0,0,0.0
5425,290970104001038,1,0,1,2644.838
5426,290970104001038,1,0,2,3324.012
5427,290970104001038,1,0,3,5966.532
5429,290970104001038,1,1,1,0.0
5430,290970104001038,1,1,2,3324.012
5431,290970104001038,1,1,3,5966.532
5434,290970104001038,1,2,2,0.0
5435,290970104001038,1,2,3,5966.532
5439,290970104001038,1,3,3,0.0
5440,290970104001039,1,0,0,0.0
5441,290970104001039,1,0,1,7681.212
5442,290970104001039,1,0,2,9653.688
5443,290970104001039,1,0,3,17328.168
5445,290970104001039,1,1,1,0.0
5446,290970104001039,1,1,2,9653.688
5447,290970104001039,1,1,3,17328.168
5450,290970104001039,1,2,2,0.0
5451,290970104001039,1,2,3,17328.168
5455,290970104001039,1,3,3,0.0
5456,290970104001039,5,0,0,0.0
5457,290970104001039,5,0,1,64717.1
5458,290970104001039,5,0,2,112353.9
5459,290970104001039,5,0,3,201672.9
5461,290970104001039,5,1,1,0.0
5462,290970104001039,5,1,2,112353.9
5463,290970104001039,5,1,3,201672.9
5466,290970104001039,5,2,2,0.0
5467,290970104001039,5,2,3,201672.9
5471,290970104001039,5,3,3,0.0
5472,290970104001042,1,0,0,0.0
5473,290970104001042,1,0,1,4109.882
5474,290970104001042,1,0,2,5165.268
5475,290970104001042,1,0,3,9271.548
5477,290970104001042,1,1,1,0.0
5478,290970104001042,1,1,2,5165.268
5479,290970104001042,1,1,3,9271.548
5482,290970104001042,1,2,2,0.0
5483,290970104001042,1,2,3,9271.548
5487,290970104001042,1,3,3,0.0
5488,290970104001043,1,0,0,0.0
5489,290970104001043,1,0,1,5476.8
5490,290970104001043,1,0,2,6883.2
5491,290970104001043,1,0,3,12355.2
5493,290970104001043,1,1,1,0.0
5494,290970104001043,1,1,2,6883.2
5495,290970104001043,1,1,3,12355.2
5498,290970104001043,1,2,2,0.0
5499,290970104001043,1,2,3,12355.2
5503,290970104001043,1,3,3,0.0
5504,290970104001044,1,0,0,0.0
5505,290970104001044,1,0,1,11617.662
5506,290970104001044,1,0,2,14600.988
5507,290970104001044,1,0,3,26208.468
5509,290970104001044,1,1,1,0.0
5510,290970104001044,1,1,2,14600.988
5511,290970104001044,1,1,3,26208.468
5514,290970104001044,1,2,2,0.0
5515,290970104001044,1,2,3,26208.468
5519,290970104001044,1,3,3,0.0
5520,290970104001045,1,0,0,0.0
5521,290970104001045,1,0,1,7252.196
5522,290970104001045,1,0,2,9114.504
5523,290970104001045,1,0,3,16360.344
5525,290970104001045,1,1,1,0.0
5526,290970104001045,1,1,2,9114.504
5527,290970104001045,1,1,3,16360.344
5530,290970104001045,1,2,2,0.0
5531,290970104001045,1,2,3,16360.344
5535,290970104001045,1,3,3,0.0
5536,290970104001046,1,0,0,0.0
5537,290970104001046,1,0,1,7557.984
5538,290970104001046,1,0,2,9498.816
5539,290970104001046,1,0,3,17050.176
5541,290970104001046,1,1,1,0.0
5542,290970104001046,1,1,2,9498.816
5543,290970104001046,1,1,3,17050.176
5546,290970104001046,1,2,2,0.0
5547,290970104001046,1,2,3,17050.176
5551,290970104001046,1,3,3,0.0
5552,290970104001047,1,0,0,0.0
5553,290970104001047,1,0,1,3494.883
5554,290970104001047,1,0,2,4392.342
5555,290970104001047,1,0,3,7884.162
5557,290970104001047,1,1,1,0.0
5558,290970104001047,1,1,2,4392.342
5559,290970104001047,1,1,3,7884.162
5562,290970104001047,1,2,2,0.0
5563,290970104001047,1,2,3,7884.162
5567,290970104001047,1,3,3,0.0
5568,290970104001048,1,0,0,0.0
5569,290970104001048,1,0,1,6100.927
5570,290970104001048,1,0,2,7667.598
5571,290970104001048,1,0,3,13763.178
5573,290970104001048,1,1,1,0.0
5574,290970104001048,1,1,2,7667.598
5575,290970104001048,1,1,3,13763.178
5578,290970104001048,1,2,2,0.0
5579,290970104001048,1,2,3,13763.178
5583,290970104001048,1,3,3,0.0
5584,290970104001049,1,0,0,0.0
5585,290970104001049,1,0,1,3917.053
5586,290970104001049,1,0,2,4922.922
5587,290970104001049,1,0,3,8836.542
5589,290970104001049,1,1,1,0.0
5590,290970104001049,1,1,2,4922.922
5591,290970104001049,1,1,3,8836.542
5594,290970104001049,1,2,2,0.0
5595,290970104001049,1,2,3,8836.542
5599,290970104001049,1,3,3,0.0
5600,290970104001049,5,0,0,0.0
5601,290970104001049,5,0,1,5682.88
5602,290970104001049,5,0,2,9865.92
5603,290970104001049,5,0,3,17709.12
5605,290970104001049,5,1,1,0.0
5606,290970104001049,5,1,2,9865.92
5607,290970104001049,5,1,3,17709.12
5610,290970104001049,5,2,2,0.0
5611,290970104001049,5,2,3,17709.12
5615,290970104001049,5,3,3,0.0
5616,290970104001050,1,0,0,0.0
5617,290970104001050,1,0,1,4803.0395
5618,290970104001050,1,0,2,6036.423
5619,290970104001050,1,0,3,10835.253
5621,290970104001050,1,1,1,0.0
5622,290970104001050,1,1,2,6036.423
5623,290970104001050,1,1,3,10835.253
5626,290970104001050,1,2,2,0.0
5627,290970104001050,1,2,3,10835.253
5631,290970104001050,1,3,3,0.0
5632,290970104001051,1,0,0,0.0
5633,290970104001051,1,0,1,3921.617
5634,290970104001051,1,0,2,4928.658
5635,290970104001051,1,0,3,8846.838
5637,290970104001051,1,1,1,0.0
5638,290970104001051,1,1,2,4928.658
5639,290970104001051,1,1,3,8846.838
5642,290970104001051,1,2,2,0.0
5643,290970104001051,1,2,3,8846.838
5647,290970104001051,1,3,3,0.0
5648,290970104001052,1,0,0,0.0
5649,290970104001052,1,0,1,664.062
5650,290970104001052,1,0,2,834.588
5651,290970104001052,1,0,3,1498.068
5653,290970104001052,1,1,1,0.0
5654,290970104001052,1,1,2,834.588
5655,290970104001052,1,1,3,1498.068
5658,290970104001052,1,2,2,0.0
5659,290970104001052,1,2,3,1498.068
5663,290970104001052,1,3,3,0.0
5664,290970104001054,1,0,0,0.0
5665,290970104001054,1,0,1,11237.709
5666,290970104001054,1,0,2,14123.466
5667,290970104001054,1,0,3,25351.326
5669,290970104001054,1,1,1,0.0
5670,290970104001054,1,1,2,14123.466
5671,290970104001054,1,1,3,25351.326
5674,290970104001054,1,2,2,0.0
5675,290970104001054,1,2,3,25351.326
5679,290970104001054,1,3,3,0.0
5680,290970104001055,1,0,0,0.0
5681,290970104001055,1,0,1,9044.707
5682,290970104001055,1,0,2,11367.318
5683,290970104001055,1,0,3,20404.098
5685,290970104001055,1,1,1,0.0
5686,290970104001055,1,1,2,11367.318
5687,290970104001055,1,1,3,20404.098
5690,290970104001055,1,2,2,0.0
5691,290970104001055,1,2,3,20404.098
5695,290970104001055,1,3,3,0.0
5696,290970104001056,1,0,0,0.0
5697,290970104001056,1,0,1,4643.87
5698,290970104001056,1,0,2,5836.38
5699,290970104001056,1,0,3,10476.18
5701,290970104001056,1,1,1,0.0
5702,290970104001056,1,1,2,5836.38
5703,290970104001056,1,1,3,10476.18
5706,290970104001056,1,2,2,0.0
5707,290970104001056,1,2,3,10476.18
5711,290970104001056,1,3,3,0.0
5712,290970104001056,5,0,0,0.0
5713,290970104001056,5,0,1,137359.67
5714,290970104001056,5,0,2,238467.03
5715,290970104001056,5,0,3,428043.33
5717,290970104001056,5,1,1,0.0
5718,290970104001056,5,1,2,238467.03
5719,290970104001056,5,1,3,428043.33
5722,290970104001056,5,2,2,0.0
5723,290970104001056,5,2,3,428043.33
5727,290970104001056,5,3,3,0.0
5728,290970104001057,1,0,0,0.0
5729,290970104001057,1,0,1,8920.338
5730,290970104001057,1,0,2,11211.012
5731,290970104001057,1,0,3,20123.532
5733,290970104001057,1,1,1,0.0
5734,290970104001057,1,1,2,11211.012
5735,290970104001057,1,1,3,20123.532
5738,290970104001057,1,2,2,0.0
5739,290970104001057,1,2,3,20123.532
5743,290970104001057,1,3,3,0.0
5744,290970104001058,1,0,0,0.0
5745,290970104001058,1,0,1,10295.243
5746,290970104001058,1,0,2,12938.982
5747,290970104001058,1,0,3,23225.202
5749,290970104001058,1,1,1,0.0
5750,290970104001058,1,1,2,12938.982
5751,290970104001058,1,1,3,23225.202
5754,290970104001058,1,2,2,0.0
5755,290970104001058,1,2,3,23225.202
5759,290970104001058,1,3,3,0.0
5760,290970104001059,1,0,0,0.0
5761,290970104001059,1,0,1,5735.2365
5762,290970104001059,1,0,2,7208.001
5763,290970104001059,1,0,3,12938.211
5765,290970104001059,1,1,1,0.0
5766,290970104001059,1,1,2,7208.001
5767,290970104001059,1,1,3,12938.211
5770,290970104001059,1,2,2,0.0
5771,290970104001059,1,2,3,12938.211
5775,290970104001059,1,3,3,0.0
5776,290970104001060,1,0,0,0.0
5777,290970104001060,1,0,1,5868.163
5778,290970104001060,1,0,2,7375.062
5779,290970104001060,1,0,3,13238.082
5781,290970104001060,1,1,1,0.0
5782,290970104001060,1,1,2,7375.062
